0.36059,0.15080,
0.36059,0.14451,
0.35936,0.13823,
0.35892,0.13195,
0.35769,0.12252,
0.35645,0.11310,
0.35531,0.10681,
0.35373,0.09739,
0.35232,0.08796,
0.35100,0.07854,
0.34986,0.06911,
0.34880,0.05969,
0.34792,0.05341,
0.34722,0.04712,
0.34669,0.04084,
0.34625,0.03456,
0.34599,0.02827,
0.34590,0.02513,
0.34581,0.01885,
0.34599,0.01571,
0.34616,0.01257,
0.34643,0.00942,
0.34678,0.00628,
0.34722,0.00314,
0.34783,0.00000,
0.34836,0.00000,
0.34906,-0.00314,
0.34977,-0.00314,
0.35047,-0.00628,
0.35126,-0.00628,
0.35206,-0.00628,
0.35293,-0.00628,
0.35381,-0.00628,
0.35478,-0.00942,
0.35575,-0.00942,
0.35689,-0.00942,
0.35804,-0.00942,
0.35936,-0.00942,
0.36068,-0.00628,
0.36200,-0.00628,
0.36332,-0.00628,
0.36472,-0.00628,
0.36613,-0.00628,
0.36763,-0.00628,
0.36912,-0.00314,
0.37062,-0.00314,
0.37211,-0.00314,
0.37370,-0.00314,
0.37528,-0.00314,
0.37677,-0.00314,
0.37827,0.00000,
0.37977,0.00000,
0.38126,0.00000,
0.38267,0.00000,
0.38416,0.00000,
0.38557,0.00000,
0.38698,0.00000,
0.38830,0.00000,
0.38971,0.00000,
0.39103,0.00000,
0.39235,0.00314,
0.39367,0.00314,
0.39498,0.00314,
0.39622,0.00314,
0.39754,0.00000,
0.39877,0.00000,
0.40000,0.00000,
0.40114,0.00000,
0.40237,0.00000,
0.40352,0.00000,
0.40466,0.00000,
0.40589,-0.00314,
0.40704,-0.00314,
0.40818,-0.00314,
0.40932,-0.00314,
0.41047,-0.00314,
0.41152,-0.00628,
0.41258,-0.00628,
0.41372,-0.00628,
0.41478,-0.00628,
0.41583,-0.00942,
0.41680,-0.00942,
0.41786,-0.00942,
0.41882,-0.01257,
0.41979,-0.01257,
0.42085,-0.01571,
0.42182,-0.01571,
0.42287,-0.01571,
0.42384,-0.01885,
0.42489,-0.01885,
0.42586,-0.01885,
0.42683,-0.02199,
0.42789,-0.02199,
0.42894,-0.02513,
0.42991,-0.02513,
0.43096,-0.02513,
0.43193,-0.02827,
0.43299,-0.02827,
0.43396,-0.03142,
0.43501,-0.03142,
0.43607,-0.03456,
0.43712,-0.03456,
0.43818,-0.03770,
0.43932,-0.03770,
0.44046,-0.04084,
0.44161,-0.04084,
0.44275,-0.04084,
0.44390,-0.04398,
0.44513,-0.04398,
0.44636,-0.04712,
0.44768,-0.04712,
0.44891,-0.05027,
0.45023,-0.05027,
0.45155,-0.05027,
0.45296,-0.05341,
0.45436,-0.05341,
0.45586,-0.05341,
0.45736,-0.05655,
0.45894,-0.05655,
0.46052,-0.05655,
0.46219,-0.05969,
0.46386,-0.05969,
0.46562,-0.05969,
0.46738,-0.05969,
0.46923,-0.05969,
0.47117,-0.06283,
0.47310,-0.06283,
0.47504,-0.06283,
0.47715,-0.06283,
0.47926,-0.06283,
0.48146,-0.06283,
0.48366,-0.06283,
0.48595,-0.06283,
0.48832,-0.06283,
0.49070,-0.06283,
0.49316,-0.06283,
0.49571,-0.06283,
0.49826,-0.05969,
0.50099,-0.05969,
0.50372,-0.05969,
0.50644,-0.05969,
0.50926,-0.05655,
0.51225,-0.05655,
0.51515,-0.05341,
0.51823,-0.05341,
0.52131,-0.05027,
0.52448,-0.05027,
0.52773,-0.04712,
0.53099,-0.04712,
0.53442,-0.04398,
0.53785,-0.04398,
0.54137,-0.04084,
0.54497,-0.03770,
0.54858,-0.03456,
0.55227,-0.03142,
0.55597,-0.03142,
0.55984,-0.02827,
0.56371,-0.02513,
0.56767,-0.02199,
0.57163,-0.01571,
0.57559,-0.01257,
0.57963,-0.00942,
0.58368,-0.00628,
0.58773,-0.00314,
0.59186,0.00000,
0.59600,0.00314,
0.60013,0.00942,
0.60426,0.01257,
0.60849,0.01571,
0.61262,0.01885,
0.61684,0.02199,
0.62107,0.02827,
0.62529,0.03142,
0.62951,0.03456,
0.63382,0.04084,
0.63805,0.04398,
0.64227,0.04712,
0.64658,0.05341,
0.65071,0.05655,
0.65494,0.05969,
0.65907,0.06597,
0.66320,0.06911,
0.66725,0.07226,
0.67130,0.07854,
0.67526,0.08168,
0.67913,0.08482,
0.68300,0.09111,
0.68678,0.09425,
0.69056,0.09739,
0.69417,0.10053,
0.69786,0.10367,
0.70130,0.10681,
0.70481,0.10996,
0.70816,0.11624,
0.71150,0.11938,
0.71467,0.12252,
0.71775,0.12252,
0.72082,0.12566,
0.72373,0.12881,
0.72654,0.13195,
0.72927,0.13509,
0.73182,0.13509,
0.73437,0.13823,
0.73675,0.14137,
0.73895,0.14137,
0.74106,0.14451,
0.74308,0.14451,
0.74502,0.14451,
0.74678,0.14451,
0.74845,0.14765,
0.74994,0.14765,
0.75135,0.14765,
0.75267,0.14765,
0.75381,0.14765,
0.75487,0.14765,
0.75584,0.14765,
0.75672,0.14765,
0.75742,0.14451,
0.75804,0.14451,
0.75865,0.14451,
0.75900,0.14137,
0.75936,0.14137,
0.75962,0.14137,
0.75980,0.13823,
0.75988,0.13823,
0.75980,0.13509,
0.75997,0.13509,
0.75980,0.13195,
0.75971,0.13195,
0.75971,0.13195,
0.75962,0.13195,
0.75953,0.12881,
0.75953,0.12881,
0.75944,0.12881,
0.75944,0.12881,
0.75936,0.12881,
0.75927,0.12881,
0.75918,0.12881,
0.75918,0.12881,
0.75909,0.13195,
0.75900,0.13195,
0.75892,0.13195,
0.75883,0.13509,
0.75874,0.13509,
0.75865,0.13823,
0.75865,0.13823,
0.75856,0.14137,
0.75856,0.14451,
0.75848,0.14765,
0.75848,0.14765,
0.75848,0.15080,
0.75848,0.15394,
0.75848,0.15708,
0.75848,0.16336,
0.75848,0.16650,
0.75848,0.16965,
0.75848,0.17279,
0.75848,0.17907,
0.75848,0.18221,
0.75848,0.18535,
0.75848,0.19164,
0.75848,0.19792,
0.75848,0.20106,
0.75848,0.20735,
0.75848,0.21363,
0.75848,0.21991,
0.75848,0.22619,
0.75848,0.23248,
0.75848,0.24190,
0.75848,0.24819,
0.75848,0.25761,
0.75848,0.26389,
0.75848,0.27332,
0.75848,0.28274,
0.75848,0.28903,
0.75848,0.29845,
0.75848,0.31102,
0.75848,0.32044,
0.75848,0.32987,
0.75848,0.34243,
0.75848,0.35186,
0.75848,0.36442,
0.75848,0.37699,
0.75848,0.38956,
0.75848,0.40212,
0.75848,0.41783,
0.75848,0.43040,
0.75848,0.44611,
0.75848,0.46181,
0.75848,0.47752,
0.75848,0.49323,
0.75848,0.51208,
0.75848,0.52779,
0.75848,0.54664,
0.75848,0.56549,
0.75848,0.58748,
Safety angle exceeded - Turning off controllers
0.75848,0.60633,
0.75848,0.62832,
0.75848,0.65031,
0.75856,0.67230,
0.75856,0.69743,
0.75856,0.72257,
0.75856,0.74770,
0.75856,0.77283,
0.75856,0.80111,
0.75856,0.82938,
0.75856,0.85765,
0.75856,0.88593,
0.75856,0.91735,
0.75856,0.95190,
0.75848,0.98332,
0.75848,1.01788,
0.75848,1.05243,
0.75848,1.09013,
0.75848,1.12783,
0.75848,1.16553,
0.75848,1.20637,
0.75848,1.24721,
0.75839,1.28805,
0.75839,1.33204,
0.75830,1.37916,
0.75830,1.42314,
0.75821,1.47027,
0.75812,1.52053,
0.75795,1.57080,
0.75786,1.62106,
0.75768,1.67447,
0.75751,1.72788,
0.75724,1.78442,
0.75698,1.84097,
0.75672,1.89752,
0.75645,1.95721,
0.75610,2.01690,
0.75575,2.07973,
0.75531,2.14257,
0.75496,2.20540,
0.75452,2.27137,
0.75399,2.33734,
0.75355,2.40332,
0.75302,2.46929,
0.75241,2.53841,
0.75188,2.61066,
0.75126,2.67978,
0.75065,2.74889,
0.75003,2.82115,
0.74933,2.89341,
0.74871,2.96566,
0.74810,3.03792,
0.74748,3.11018,
0.74686,3.18243,
0.74634,3.25469,
0.74581,3.32695,
0.74537,3.39920,
0.74493,3.46832,
0.74458,3.54058,
0.74422,3.60969,
0.74396,3.67881,
0.74378,3.74792,
0.74361,3.81389,
0.74352,3.87987,
0.74352,3.94584,
0.74352,4.00867,
0.74370,4.07465,
0.74378,4.13434,
0.74396,4.19717,
0.74422,4.25686,
0.74449,4.31341,
0.74475,4.36996,
0.74510,4.42650,
0.74546,4.47991,
0.74590,4.53332,
0.74634,4.58673,
0.74678,4.63699,
0.74722,4.68411,
0.74766,4.73438,
0.74818,4.77836,
0.74862,4.82549,
0.74915,4.86947,
0.74968,4.91031,
0.75012,4.95115,
0.75056,4.99199,
0.75109,5.02969,
0.75153,5.06739,
0.75197,5.10509,
0.75241,5.13965,
0.75276,5.17106,
0.75320,5.20562,
0.75355,5.23703,
0.75390,5.26531,
0.75425,5.29358,
0.75452,5.32186,
0.75478,5.34699,
0.75505,5.37212,
0.75522,5.39726,
0.75548,5.42239,
0.75566,5.44438,
0.75575,5.46323,
0.75592,5.48522,
0.75601,5.50407,
0.75601,5.51978,
0.75610,5.53863,
0.75610,5.55434,
0.75610,5.57004,
0.75610,5.58261,
0.75601,5.59518,
0.75601,5.60774,
0.75592,5.62031,
0.75592,5.62973,
0.75584,5.63916,
0.75575,5.64858,
0.75566,5.65801,
0.75557,5.66429,
0.75548,5.67058,
0.75540,5.67686,
0.75531,5.68314,
0.75522,5.68628,
0.75505,5.68942,
0.75496,5.69257,
0.75487,5.69571,
0.75469,5.69571,
0.75461,5.69571,
0.75452,5.69571,
0.75443,5.69571,
0.75434,5.69257,
0.75417,5.69257,
0.75408,5.68942,
0.75399,5.68314,
0.75390,5.68000,
0.75381,5.67372,
0.75373,5.66743,
0.75364,5.66115,
0.75355,5.65487,
0.75346,5.64544,
0.75337,5.63602,
0.75329,5.62659,
0.75320,5.61403,
0.75311,5.60460,
0.75302,5.59204,
0.75293,5.57947,
0.75293,5.56376,
0.75285,5.54805,
0.75276,5.53234,
0.75276,5.51664,
0.75267,5.49779,
0.75267,5.48208,
0.75258,5.46009,
0.75258,5.44124,
0.75249,5.41925,
0.75249,5.39726,
0.75249,5.37212,
0.75241,5.35013,
0.75241,5.32500,
0.75241,5.29673,
0.75241,5.26845,
0.75241,5.24018,
0.75241,5.21190,
0.75241,5.18049,
0.75249,5.14907,
0.75249,5.11451,
0.75249,5.07996,
0.75249,5.04540,
0.75249,5.00770,
0.75258,4.97000,
0.75258,4.92916,
0.75267,4.88832,
0.75276,4.84748,
0.75285,4.80350,
0.75285,4.75951,
0.75302,4.71239,
0.75311,4.66527,
0.75320,4.61500,
0.75337,4.56788,
0.75355,4.51447,
0.75373,4.46420,
0.75390,4.40765,
0.75408,4.35425,
0.75434,4.29770,
0.75461,4.24115,
0.75487,4.18146,
0.75522,4.12177,
0.75557,4.06208,
0.75592,3.99925,
0.75628,3.93642,
0.75672,3.87044,
0.75716,3.80761,
0.75760,3.74164,
0.75804,3.67566,
0.75848,3.60655,
0.75892,3.54058,
0.75936,3.47146,
0.75980,3.40234,
0.76024,3.33323,
0.76059,3.26411,
0.76094,3.19814,
0.76129,3.12903,
0.76155,3.05991,
0.76182,2.99080,
0.76199,2.92168,
0.76217,2.85571,
